3.0999999999947736e-05,2.799999999997249e-05
3.399999999997849e-05,4.199999999998649e-05
3.999999999998449e-05,3.100000000000325e-05
4.499999999996174e-05,4.499999999996174e-05
4.499999999996174e-05,5.500000000002725e-05
5.4000000000109516e-05,5.900000000003125e-05
4.6999999999908226e-05,5.1000000000245294e-05
5.100000000002325e-05,5.8000000000113516e-05
5.699999999997374e-05,5.599999999983396e-05
5.3999999999998494e-05,5.699999999997374e-05
6.000000000039307e-05,6.600000000034356e-05
6.000000000039307e-05,5.9000000000253294e-05
6.199999999978445e-05,6.399999999917583e-05
5.699999999997374e-05,5.9000000000253294e-05
6.59999999985672e-05,6.49999999993156e-05
6.400000000184036e-05,6.800000000239947e-05
6.599999999679085e-05,7.000000000090267e-05
6.20000000015608e-05,6.799999999884676e-05
6.69999999978188e-05,7.799999999846818e-05
6.200000000333716e-05,6.200000000688988e-05
7.300000000043383e-05,6.799999999529405e-05
6.999999999734996e-05,6.8999999996322e-05
6.199999999978445e-05,7.099999999837792e-05
6.49999999993156e-05,7.000000000090267e-05
7.000000000090267e-05,6.900000001053286e-05
6.599999998968542e-05,7.300000000043383e-05
6.8999999996322e-05,7.500000000248974e-05
6.700000000137152e-05,7.099999999837792e-05
7.000000000090267e-05,7.300000000043383e-05
6.999999999379725e-05,7.399999999080364e-05
7.200000000295859e-05,7.400000001211993e-05
6.8999999996322e-05,7.099999999127249e-05
6.799999999884676e-05,7.399999999790907e-05
6.8999999996322e-05,7.399999999790907e-05
6.8999999996322e-05,6.8999999996322e-05
6.900000001053286e-05,7.399999999790907e-05
6.8999999996322e-05,7.399999998369822e-05
7.300000001464468e-05,7.400000001211993e-05
7.500000000959517e-05,7.500000000959517e-05
6.900000002474371e-05,7.299999998622297e-05
7.199999996032602e-05,7.80000000020209e-05
7.199999998874773e-05,7.400000001211993e-05
7.400000001211993e-05,7.400000001211993e-05
7.200000001716944e-05,7.500000000959517e-05
7.600000000707041e-05,7.399999998369822e-05
7.400000001211993e-05,7.500000000959517e-05
7.699999997612395e-05,7.600000000707041e-05
7.700000003296736e-05,7.699999997612395e-05
7.299999998622297e-05,7.500000003801688e-05
7.699999997612395e-05,7.499999998117346e-05
7.600000003549212e-05,8.000000002539309e-05
8.200000002034358e-05,8.000000002539309e-05
7.600000003549212e-05,7.700000003296736e-05
7.499999998117346e-05,7.80000000304426e-05
8.100000002286833e-05,7.900000002791785e-05
9.299999999257125e-05,7.699999997612395e-05
7.80000000304426e-05,7.799999997359919e-05
7.59999999786487e-05,7.799999997359919e-05
7.700000003296736e-05,8.100000002286833e-05
8.400000001529406e-05,8.100000002286833e-05
